Country,Code,ContinentCode,Year,Gini income inequality index,Poverty percent of population,Poverty ratio percent living on less than 1.90 USD a day,Poverty ratio percent living on less than 5.50 USD a day,Percent income earned by the top 10 percent of earners
Dominican Republic,DOM,NA,2021,38.5,23.9,0.9,23.2,30.2
Dominican Republic,DOM,NA,2022,37,,0.8,21.5,28.3
Ecuador,ECU,SA,1987,50.5,,17.6,59.6,38.4
Ecuador,ECU,SA,1994,53.3,,17.1,64.8,42.5
Ecuador,ECU,SA,1995,50.8,,13.8,64.4,40
Ecuador,ECU,SA,1998,49.6,,15.7,64.3,37.8
Ecuador,ECU,SA,1999,58.6,,21.8,67.8,47.8
Ecuador,ECU,SA,2000,56.3,,28.2,75.9,45.9
Ecuador,ECU,SA,2003,53.5,,14.8,57.7,42
Ecuador,ECU,SA,2004,53.9,,15.1,59,42.4
Ecuador,ECU,SA,2005,53,,11.8,50.6,41.1
Ecuador,ECU,SA,2006,52.2,,8.2,45.8,41.1
Ecuador,ECU,SA,2007,53.4,36.7,8.5,44.9,42
Ecuador,ECU,SA,2008,49.8,35.1,7.5,42.3,38.1
Ecuador,ECU,SA,2009,48.5,36,7.3,43.2,37.1
Ecuador,ECU,SA,2010,48.8,32.8,5.7,38.8,37.5
Ecuador,ECU,SA,2011,45.9,28.6,4.7,34.7,34.1
Ecuador,ECU,SA,2012,46.1,27.3,4.5,31.4,34.6
Ecuador,ECU,SA,2013,46.9,25.6,3.2,31.2,35.7
Ecuador,ECU,SA,2014,45,22.5,2.6,27.6,34.4
Ecuador,ECU,SA,2015,46,23.3,3.4,28.8,34.9
Ecuador,ECU,SA,2016,45,22.9,3.6,28.2,34.3
Ecuador,ECU,SA,2017,44.7,21.5,3.2,27.1,33.8
Ecuador,ECU,SA,2018,45.4,23.2,3.3,27.8,34.4
Ecuador,ECU,SA,2019,45.7,25,3.6,29.7,34.5
Ecuador,ECU,SA,2020,47.3,33,6.5,34.6,36
Ecuador,ECU,SA,2021,45.8,27.7,3.6,31.7,34.7
Ecuador,ECU,SA,2022,45.5,25.2,3.2,29.9,34.3
Ecuador,ECU,SA,2023,44.6,,3.8,29.6,33.2
Egypt,EGY,AF,1990,32,,5.2,78.9,26.7
Egypt,EGY,AF,1995,30.1,,2,81.8,26.1
Egypt,EGY,AF,1999,30.8,,0,70.5,26.4
Egypt,EGY,AF,2004,31.8,,3.1,77.7,27.4
Egypt,EGY,AF,2008,31.1,,2.9,77.5,27
Egypt,EGY,AF,2010,30.2,,1,70.6,26.1
Egypt,EGY,AF,2012,28.3,,0.9,67.8,24.7
Egypt,EGY,AF,2015,31.8,,0.9,64.5,27.8
Egypt,EGY,AF,2017,31.5,,2.5,72.6,26.9
Egypt,EGY,AF,2019,31.9,29.7,1.5,68.8,27.5
El Salvador,SLV,NA,1989,48.7,,19.4,58.5,34.9
El Salvador,SLV,NA,1991,53.8,,22.1,65.9,41.3
El Salvador,SLV,NA,1995,49.8,,13.3,58.2,38.8
El Salvador,SLV,NA,1996,51,,15.3,59.7,39.3
El Salvador,SLV,NA,1998,54.4,,21,57.9,40.5
El Salvador,SLV,NA,1999,52.1,,17.3,55.3,38.6
El Salvador,SLV,NA,2000,51.5,,12.9,51,39
El Salvador,SLV,NA,2001,51.3,,14.1,52.4,38.6
El Salvador,SLV,NA,2002,51.9,,14.7,52.4,38.8
El Salvador,SLV,NA,2003,50.4,,15.8,53.6,37.2
El Salvador,SLV,NA,2004,47.8,,11.5,51.8,35.6
El Salvador,SLV,NA,2005,48.5,,11.3,51.8,36.8
El Salvador,SLV,NA,2006,45.7,,7.7,50.5,35.6
El Salvador,SLV,NA,2007,45.2,,5.1,47.2,35.7
El Salvador,SLV,NA,2008,46.9,,7.7,50.9,36.1
El Salvador,SLV,NA,2009,45.8,,7.4,50.5,36
El Salvador,SLV,NA,2010,43.5,,6.3,49.1,33.2
El Salvador,SLV,NA,2011,42.3,,5.3,50,32.7
El Salvador,SLV,NA,2012,41.8,,4.6,47.1,32.6
El Salvador,SLV,NA,2013,43.4,,3.6,42.7,34.2
El Salvador,SLV,NA,2014,41.6,,3.4,42.7,32.1
El Salvador,SLV,NA,2015,40.6,,2.3,40.2,31.8
El Salvador,SLV,NA,2016,40,,2.6,38.7,30.6
El Salvador,SLV,NA,2017,38,,2.2,36.3,29.1
El Salvador,SLV,NA,2018,38.6,,1.8,33,29.4
El Salvador,SLV,NA,2019,38.8,,1.4,28.8,29.8
El Salvador,SLV,NA,2020,,26.2,,,
El Salvador,SLV,NA,2021,39,24.6,3.6,28.4,29
El Salvador,SLV,NA,2022,38.8,26.6,3.4,27.5,28.7
Equatorial Guinea,GNQ,AF,2006,,76.8,,,
Estonia,EST,EU,2003,37.2,20.2,2.5,16.9,28.4
Estonia,EST,EU,2004,33.6,18.3,1.1,10.9,25.9
Estonia,EST,EU,2005,33.4,18.3,0.8,7.6,26.1
Estonia,EST,EU,2006,33.7,19.4,0.8,4.6,26.8
Estonia,EST,EU,2007,31.2,19.5,0.4,3,24
Estonia,EST,EU,2008,31.9,19.7,0.4,3,24.9
Estonia,EST,EU,2009,31.4,15.8,0.6,4,24.4
Estonia,EST,EU,2010,32,17.5,0.8,5.8,24.3
Estonia,EST,EU,2011,32.5,17.5,1,4.7,24.7
Estonia,EST,EU,2012,32.9,18.6,0.7,4.1,25.2
Estonia,EST,EU,2013,35.1,21.8,0.9,4.2,26.6
Estonia,EST,EU,2014,34.6,21.6,0.8,4,26.3
Estonia,EST,EU,2015,32.7,21.7,0.6,2.3,24.4
Estonia,EST,EU,2016,31.2,21,0.5,1.8,23.1
Estonia,EST,EU,2017,30.4,21.9,0.3,1.3,22.5
Estonia,EST,EU,2018,30.3,21.7,0.2,1.1,22.4
Estonia,EST,EU,2019,30.8,20.7,0.6,1.4,23.3
Estonia,EST,EU,2020,30.7,20.6,0.3,1.3,23.5
Estonia,EST,EU,2021,31.8,22.8,0.3,0.7,24.3
Estonia,EST,EU,2022,,22.5,,,
Ethiopia,ETH,AF,1995,44.6,,69.2,96.9,38
Ethiopia,ETH,AF,1999,30,,58,98,25.5
Ethiopia,ETH,AF,2004,29.8,38.7,34.6,96.3,25.6
Ethiopia,ETH,AF,2010,33.2,29.6,30.8,94,27.4
Ethiopia,ETH,AF,2015,35,23.5,27,90.9,28.5
Fiji,FJI,OC,2002,38.1,,1.7,44.9,29.6
Fiji,FJI,OC,2008,40.4,,1,40,32.9
Fiji,FJI,OC,2013,36.7,,0.4,38.6,29.7
Fiji,FJI,OC,2019,30.7,24.1,1.3,52.6,24.2
Finland,FIN,EU,1987,22.2,,0,0.2,18.8
Finland,FIN,EU,1991,22.9,,0,0.2,19.3
Finland,FIN,EU,1995,23.5,,0,0.2,20.2
Finland,FIN,EU,2000,27.2,,0,0.2,22.4
Finland,FIN,EU,2003,27.7,11,0,0.2,23
Finland,FIN,EU,2004,27.9,11.7,0,0.2,23.2
Finland,FIN,EU,2005,27.6,12.6,0.1,0.2,23
Finland,FIN,EU,2006,28,13,0.1,0.2,23
Finland,FIN,EU,2007,28.3,13.6,0.1,0.1,23.3
Finland,FIN,EU,2008,27.8,13.8,0.1,0.2,22.9
Finland,FIN,EU,2009,27.5,13.1,0.1,0.1,22.6
Finland,FIN,EU,2010,27.7,13.7,0.1,0.2,22.5
Finland,FIN,EU,2011,27.6,13.2,0,0.1,22.8
Finland,FIN,EU,2012,27.1,11.8,0.1,0.2,22.3
Finland,FIN,EU,2013,27.2,12.8,0.1,0.2,22.2
Finland,FIN,EU,2014,26.8,12.4,0.1,0.2,22
Finland,FIN,EU,2015,27.1,11.6,0.1,0.2,22.4
Finland,FIN,EU,2016,27.1,11.5,0,0.2,22.4
Finland,FIN,EU,2017,27.4,12,0.1,0.1,22.6
Finland,FIN,EU,2018,27.3,11.6,0.1,0.2,22.6
Finland,FIN,EU,2019,27.7,12.2,0,0.2,23
Finland,FIN,EU,2020,27.1,10.8,0,0.1,22.6
Finland,FIN,EU,2021,27.7,12.7,0,0.1,22.9
Finland,FIN,EU,2022,,12.2,,,
France,FRA,EU,1970,37.1,,0,4,28.2
France,FRA,EU,1975,35.9,,0.2,2.5,27.5
France,FRA,EU,1979,34,,0.2,1.2,26.2
France,FRA,EU,1984,33.4,,0.5,1.2,25.7
France,FRA,EU,1990,32.1,,0.2,0.5,24.8
France,FRA,EU,1996,32,,0.2,0.7,24
France,FRA,EU,1997,31.9,,0.2,0.5,24
France,FRA,EU,1998,31.7,,0,0.5,24.1
France,FRA,EU,1999,32.5,,0,0.5,24.9
France,FRA,EU,2000,32.6,,0,0.5,25
France,FRA,EU,2001,32.5,,0,0.2,25
France,FRA,EU,2002,31.8,,0,0.2,24.6
France,FRA,EU,2003,31.4,,0.2,0.4,25.2
France,FRA,EU,2004,30.6,,0,0.3,24.5
France,FRA,EU,2005,29.8,,0,0.3,23.9
France,FRA,EU,2006,29.7,,0,0.2,23.5
France,FRA,EU,2007,32.4,,0,0.1,26.2
France,FRA,EU,2008,33,,0,0.1,26.7
France,FRA,EU,2009,32.7,,0,0.4,26.1
France,FRA,EU,2010,33.7,,0.1,0.3,27.1
France,FRA,EU,2011,33.3,,0,0.2,26.9
France,FRA,EU,2012,33.1,,0.1,0.3,26.9
France,FRA,EU,2013,32.5,,0.1,0.2,26.4
France,FRA,EU,2014,32.3,,0,0.2,26.1
France,FRA,EU,2015,32.7,,0.1,0.3,26.6
France,FRA,EU,2016,31.9,,0.1,0.3,25.9
France,FRA,EU,2017,31.6,,0,0.1,25.8
France,FRA,EU,2018,32.4,,0,0.1,26.7
France,FRA,EU,2019,31.2,,0.1,0.4,24.8
France,FRA,EU,2020,30.7,,0.1,0.4,24.5
France,FRA,EU,2021,31.5,15.6,0.1,0.5,24.9
Gabon,GAB,AF,2005,42.2,32.7,5.5,55.1,33.1
Gabon,GAB,AF,2017,38,33.4,2.5,31.2,27.7
Gambia,GMB,AF,1998,48.3,,74.1,96.5,37.5
Gambia,GMB,AF,2003,47.3,,50.7,90.9,36.7
Gambia,GMB,AF,2010,43.6,48.1,29.8,86.3,34.9
Gambia,GMB,AF,2015,35.9,48.6,13.4,81.2,28.7
Gambia,GMB,AF,2020,38.8,53.4,17.2,80.6,30.5
Georgia,GEO,AS,1996,37.1,,6.8,52,27.9
Georgia,GEO,AS,1997,40.7,,18.8,73.9,29.9
Georgia,GEO,AS,1998,41.2,,17,74.1,31.2
Georgia,GEO,AS,1999,40.1,,21.8,79.6,29.9
Georgia,GEO,AS,2000,40.5,,22.9,81.6,30.3
Georgia,GEO,AS,2001,39.6,,23,83.5,30
Georgia,GEO,AS,2002,37.2,,12.7,72.7,28.2
Georgia,GEO,AS,2003,36.7,,12.9,72,27.1
Georgia,GEO,AS,2004,36.2,,12.4,70,26.7
Georgia,GEO,AS,2005,37.4,,12.9,71.7,27.7
Georgia,GEO,AS,2006,36.9,36.9,12.6,72.7,27.5
Georgia,GEO,AS,2007,38.1,38.8,14.2,74.1,28.9
Georgia,GEO,AS,2008,38.5,34.9,12.4,70.2,29.1
Georgia,GEO,AS,2009,38.2,34.9,12.1,70.5,28.9
Georgia,GEO,AS,2010,39.5,37.3,14.4,70.6,29.5
Georgia,GEO,AS,2011,39.6,34.1,13.4,69,29.8
Georgia,GEO,AS,2012,39,30,10.7,65.5,29.3
Georgia,GEO,AS,2013,38.6,26.2,8.1,60,29.1
Georgia,GEO,AS,2014,37.6,23.5,6.1,57,28.6
Georgia,GEO,AS,2015,36.5,21.6,4.9,56.2,27.8
Georgia,GEO,AS,2016,36.6,22,4.9,56.3,28.1
Georgia,GEO,AS,2017,37.9,21.9,6.2,53.9,28.9
Georgia,GEO,AS,2018,36.4,20.1,5.6,53.9,27.5
Georgia,GEO,AS,2019,35.9,19.5,4.8,54.2,27.6
Georgia,GEO,AS,2020,34.5,21.3,5.8,58.3,26.2
Georgia,GEO,AS,2021,34.2,17.5,5.5,55.4,26.2
Georgia,GEO,AS,2022,33.5,15.6,4.3,47.7,25.2
Germany,DEU,EU,1991,29.5,,0,0.2,22.8
Germany,DEU,EU,1992,29.1,,0,0.2,22.7
Germany,DEU,EU,1993,28.6,,0,0.2,22.5
Germany,DEU,EU,1994,29.2,,0.2,0.7,22.6
Germany,DEU,EU,1995,28.8,,0.2,0.5,22.4
Germany,DEU,EU,1996,28,,0,0.2,22
Germany,DEU,EU,1997,28.2,,0,0.2,22
Germany,DEU,EU,1998,28.3,,0,0.2,22
Germany,DEU,EU,1999,29,,0,0.2,22.7
Germany,DEU,EU,2000,28.9,,0,0.2,22.6
Germany,DEU,EU,2001,29.9,,0,0.2,23.6
Germany,DEU,EU,2002,29.8,,0,0.2,23.3
Germany,DEU,EU,2003,29.8,,0,0.5,23.5
Germany,DEU,EU,2004,30.2,,0,0.2,23.7
Germany,DEU,EU,2005,31.7,,0,0.2,24.9
Germany,DEU,EU,2006,31,,0,0.2,24.3
Germany,DEU,EU,2007,31.2,,0,0.2,24.7
Germany,DEU,EU,2008,30.8,,0,0.2,24.2
Germany,DEU,EU,2009,30.5,,0,0.2,23.6
Germany,DEU,EU,2010,30.2,,0,0.2,23.7
Germany,DEU,EU,2011,30.6,,0,0.2,24.1
Germany,DEU,EU,2012,31.1,,0,0.2,24
Germany,DEU,EU,2013,31.5,,0,0.2,24.5
Germany,DEU,EU,2014,30.8,,0,0.2,23.6
Germany,DEU,EU,2015,31.7,,0,0.2,24.6
Germany,DEU,EU,2016,31.4,,0,0.2,24.2
Germany,DEU,EU,2017,31.3,,0.2,0.5,24.2
Germany,DEU,EU,2018,31.9,,0,0.2,24.9
Germany,DEU,EU,2019,31.8,16.1,0.2,0.5,24.7
Germany,DEU,EU,2020,32.4,16,0.2,0.5,25
Germany,DEU,EU,2021,,14.8,,,
Ghana,GHA,AF,1987,35.3,,58.4,97.2,27.3
Ghana,GHA,AF,1988,36,,57.7,96.9,28.1
Ghana,GHA,AF,1991,38.4,,64.2,96.9,30.1
Ghana,GHA,AF,1998,40.1,,55,95,29.6
Ghana,GHA,AF,2005,42.8,31.9,42.5,91,32.7
Ghana,GHA,AF,2012,42.4,24.2,25.7,80.5,31.7
Ghana,GHA,AF,2016,43.5,23.4,25.2,78.5,32.2
Greece,GRC,EU,1995,37,,1.7,4.7,26.9
Greece,GRC,EU,2000,34.2,,0.5,2.7,25.3
Greece,GRC,EU,2002,,20.7,,,
Greece,GRC,EU,2003,32.8,19.9,0.5,1.9,24.6
Greece,GRC,EU,2004,33.6,19.6,0.6,1.9,25.5
Greece,GRC,EU,2005,34.6,20.5,0.3,1.7,26.3
Greece,GRC,EU,2006,35.1,20.3,0.6,2.2,26.7
Greece,GRC,EU,2007,34,20.1,0.5,1.7,26
Greece,GRC,EU,2008,33.6,19.7,0.3,1.6,26
Greece,GRC,EU,2009,33.6,20.1,0.6,1.8,26
Greece,GRC,EU,2010,34.1,21.4,1,2.6,25.6
Greece,GRC,EU,2011,34.8,23.1,1.1,5.2,25.6
Greece,GRC,EU,2012,36.3,23.1,1.5,7.2,26.6
Greece,GRC,EU,2013,36.1,22.1,1,8.3,26.4
Greece,GRC,EU,2014,35.8,21.4,1.5,7.7,26.1
Greece,GRC,EU,2015,36,21.2,1.4,7.8,26.2
Greece,GRC,EU,2016,35,20.2,1,6.4,25.9
Greece,GRC,EU,2017,34.4,18.5,0.9,5.3,25.9
Greece,GRC,EU,2018,32.9,17.9,0.1,3.7,24.9
Greece,GRC,EU,2019,33.1,17.7,0.7,3.9,24.9
Greece,GRC,EU,2020,33.6,19.6,0.8,3.9,25.2
Greece,GRC,EU,2021,32.9,18.8,0.6,2.9,24.8
Grenada,GRD,NA,2018,43.8,25,0.3,13.8,33.7
Guatemala,GTM,NA,1986,54.1,,49.7,87.5,41.5
Guatemala,GTM,NA,1989,58.8,,37,76.5,45.7
Guatemala,GTM,NA,1998,49.4,,14.7,55.3,37
Guatemala,GTM,NA,2000,54.2,56,9.6,50,43.9
Guatemala,GTM,NA,2006,54.6,51,11.7,48.6,43.2
Guatemala,GTM,NA,2014,48.3,59.3,9.5,55.4,38
Guinea,GIN,AF,1991,44.5,,88,100,31.2
Guinea,GIN,AF,1994,46.1,,41.2,87.9,36
Guinea,GIN,AF,2002,43,,53.3,94,34
Guinea,GIN,AF,2007,39.4,,48.1,92.9,30.1
Guinea,GIN,AF,2012,33.7,,24.5,90.5,26.4
Guinea,GIN,AF,2018,29.6,43.7,13.8,86.8,23.1
Guinea-Bissau,GNB,AF,1991,55.8,,42.4,83.6,42.2
Guinea-Bissau,GNB,AF,1993,43.6,,42.2,90.6,34.4
Guinea-Bissau,GNB,AF,2002,35.6,64.7,53.2,96.8,28
Guinea-Bissau,GNB,AF,2010,50.6,48.7,66.7,94.3,42
Guinea-Bissau,GNB,AF,2018,34.8,47.7,21.7,87.2,27.6
Guinea-Bissau,GNB,AF,2021,33.4,50.5,26,89.1,26.1
Guyana,GUY,SA,1992,39.5,,29.4,85.2,28.5
Guyana,GUY,SA,1998,45,,11.9,56.6,34.4
Haiti,HTI,NA,2012,41.1,58.5,29.2,85.8,31.2
Honduras,HND,NA,1989,55.4,,40,80.6,42.9
Honduras,HND,NA,1990,55.9,,42,82.6,43.6
Honduras,HND,NA,1991,51.8,,30.8,79.4,40.8
Honduras,HND,NA,1992,51.8,,27,76.4,41.4
Honduras,HND,NA,1993,53.4,,21.4,70.1,42.8
Honduras,HND,NA,1994,55,,24.3,70,43.5
Honduras,HND,NA,1995,55.5,,26.2,71,43.8
Honduras,HND,NA,1996,55.7,,28.6,72.9,43.7
Honduras,HND,NA,1997,52.7,,19.6,65.6,41.4
Honduras,HND,NA,1998,57.3,,24.5,64.7,44.6
Honduras,HND,NA,1999,55.2,,24.9,66.2,41.8
Honduras,HND,NA,2001,55.4,63.7,19.8,56.5,41.6
Honduras,HND,NA,2002,55.7,64.8,22,61.5,42.7
Honduras,HND,NA,2003,58.1,65.3,26.5,65,45
Honduras,HND,NA,2004,58.1,64.6,25.4,64.5,44.9
Honduras,HND,NA,2005,59.5,63.7,25.1,62,46.1
Honduras,HND,NA,2006,57.5,59.9,21.1,56.4,44
Honduras,HND,NA,2007,55.8,58.2,15.6,54.2,43.1
Honduras,HND,NA,2008,55.5,59.2,15.2,51.3,43
Honduras,HND,NA,2009,51.3,58.8,12.3,48.4,38.4
Honduras,HND,NA,2010,53.1,60,13.8,51.3,40.2
Honduras,HND,NA,2011,52.6,61.9,14.3,51.4,39.7
Honduras,HND,NA,2012,53.4,66.5,17,56.9,40.4
Honduras,HND,NA,2013,50,64.5,14.6,54.4,36.9
Honduras,HND,NA,2014,49.9,62.8,13.3,53.1,37.4
Honduras,HND,NA,2015,49.2,63.8,13,53.2,36.6
Honduras,HND,NA,2016,49.8,60.9,14.6,50.5,36
Honduras,HND,NA,2017,49.4,64.3,13.9,51.2,36.5
Honduras,HND,NA,2018,48.9,61.9,14.2,51.3,35.3
Honduras,HND,NA,2019,48.2,59.3,12.7,49.5,34.6
Honduras,HND,NA,2021,,73.6,,,
Honduras,HND,NA,2023,,64.1,,,
Hungary,HUN,EU,2004,29.9,13.5,0.1,5.7,24.2
Hungary,HUN,EU,2005,34.7,15.9,0.7,7.4,28.1
Hungary,HUN,EU,2006,28.3,12.3,0.1,4,22.8
Hungary,HUN,EU,2007,27.9,12.4,0.1,4,22.3
Hungary,HUN,EU,2008,27.5,12.4,0,3.3,22.1
Hungary,HUN,EU,2009,27,12.3,0.1,4,21.5
Hungary,HUN,EU,2010,29.4,14.1,0.1,5.4,23.1
Hungary,HUN,EU,2011,29.2,14.3,0.1,5.8,23.2
Hungary,HUN,EU,2012,30.8,15,0.3,7.8,23.9
Hungary,HUN,EU,2013,31.5,15,0.2,7.3,24.4
Hungary,HUN,EU,2014,30.9,14.9,0.7,5.4,24
Hungary,HUN,EU,2015,30.4,14.5,0.6,3.9,23.8
Hungary,HUN,EU,2016,30.3,13.4,1.3,3.3,23.8
Hungary,HUN,EU,2017,30.6,12.8,0.6,4,23.9
Hungary,HUN,EU,2018,29.6,12.3,0.2,2.8,23.2
Hungary,HUN,EU,2019,30,12.3,0.3,2.5,23.3
Hungary,HUN,EU,2020,29.7,12.6,0.4,2.5,23.3
Hungary,HUN,EU,2021,29.2,12.1,0.4,2.2,24.1
Iceland,ISL,EU,2003,26.8,10,0,0.4,22.6
Iceland,ISL,EU,2004,28,9.7,0.2,0.4,23.7
Iceland,ISL,EU,2005,29,9.6,0,0.2,24.3
Iceland,ISL,EU,2006,30.2,10.1,0.1,0.4,25.4
Iceland,ISL,EU,2007,29.5,10.1,0.1,0.3,24.8
Iceland,ISL,EU,2008,31.8,10.2,0.1,0.2,27.1
Iceland,ISL,EU,2009,28.7,9.8,0.1,0.3,24
Iceland,ISL,EU,2010,26.2,9.2,0.1,0.5,22
Iceland,ISL,EU,2011,26.8,7.9,0.1,0.8,22.1
Iceland,ISL,EU,2012,26.8,9.3,0,0.3,22.1
Iceland,ISL,EU,2013,25.4,7.9,0,0.2,21.3
Iceland,ISL,EU,2014,27.8,9.2,0,0.1,23.5
Iceland,ISL,EU,2015,26.8,8.8,0,0.1,22.5
Iceland,ISL,EU,2016,27.2,10.1,0,0.2,22.8
Iceland,ISL,EU,2017,26.1,8.8,0,0,22
India,IND,AS,1977,33.2,,63.5,97.8,27.4
India,IND,AS,1983,32,,56.7,97.4,26.4
India,IND,AS,1987,32.5,,50.9,96.7,27.5
India,IND,AS,1993,31.6,,48,96.7,26.6
India,IND,AS,2004,34,37.2,40.6,94.7,28.9
India,IND,AS,2009,34.9,29.8,33.5,93.3,29.6
India,IND,AS,2011,35.4,21.9,22.9,90.3,29.9
India,IND,AS,2015,34.7,,18.8,88.9,29.7
India,IND,AS,2016,34.7,,18.1,88.7,29.7
India,IND,AS,2017,35.9,,13.4,85.4,30.5
India,IND,AS,2018,34.5,,11.1,82.7,28.4
India,IND,AS,2019,33.8,,13.2,80.7,26.2
India,IND,AS,2020,33.8,,15.5,83,26.2
India,IND,AS,2021,32.8,,12.9,81.8,25.5
Indonesia,IDN,AS,1984,32.3,,74.3,98.8,26.2
Indonesia,IDN,AS,1987,30.4,,74.6,98.8,25.5
Indonesia,IDN,AS,1990,31.1,,61.8,97.8,26.1
Indonesia,IDN,AS,1993,31.8,,61.2,97.6,26.8
Indonesia,IDN,AS,1996,34.2,,49.3,95.7,28.6
Indonesia,IDN,AS,1998,30.9,,68.3,98.6,25.9
Indonesia,IDN,AS,1999,30.8,,44,96.9,26.4
Indonesia,IDN,AS,2000,30.3,19.1,43.8,96.5,25.6
Indonesia,IDN,AS,2001,31.2,18.4,40.3,95.6,26.3
Indonesia,IDN,AS,2002,30.2,18.2,23.5,93.3,25.9
Indonesia,IDN,AS,2003,29.3,17.4,22.8,93.2,24.6
Indonesia,IDN,AS,2004,30.4,16.7,24.2,92.7,25.3
Indonesia,IDN,AS,2005,29.9,16,20.1,92.4,25.1
Indonesia,IDN,AS,2006,31.5,17.8,26.2,93.3,26.1
Indonesia,IDN,AS,2007,33.2,16.6,21.6,89.7,27.3
Indonesia,IDN,AS,2008,32.6,15.4,19.2,89.2,26.9
Indonesia,IDN,AS,2009,33.4,14.1,18.8,89.1,27.8
Indonesia,IDN,AS,2010,34.6,,16.5,85.1,27.8
Indonesia,IDN,AS,2011,37.9,12.5,14.1,81.7,30.9
Indonesia,IDN,AS,2012,37.1,12,10.6,80,30.5
Indonesia,IDN,AS,2013,38.9,11.4,10.8,78.1,31.5
Indonesia,IDN,AS,2014,38.8,11.3,9.7,77.5,31.5
Indonesia,IDN,AS,2015,38.2,11.2,8.5,76.9,31.5
Indonesia,IDN,AS,2016,36.9,10.9,6.7,71.5,29.4
Indonesia,IDN,AS,2017,36.4,10.6,4.3,65.2,28.6
Indonesia,IDN,AS,2018,36.3,9.8,4.4,64.6,28.5
Indonesia,IDN,AS,2019,35.4,9.4,3.4,63.7,27.8
Indonesia,IDN,AS,2020,35.3,9.8,2.8,62.5,27.9
Indonesia,IDN,AS,2021,35.5,10.1,2.9,62.7,28.3
Indonesia,IDN,AS,2022,35.5,9.5,2.2,62.6,29
Indonesia,IDN,AS,2023,36.1,9.4,1.8,61.8,29.9
Iran,IRN,AS,1986,47.4,,9.2,52.9,36.9
Iran,IRN,AS,1990,43.6,,8.8,55.4,33.5
Iran,IRN,AS,1994,43,,4.2,47.7,33.3
Iran,IRN,AS,1998,44.1,,4.3,44.8,33.7
Iran,IRN,AS,2005,43.6,,1,23.5,33.3
Iran,IRN,AS,2006,44.8,,0.8,24.7,34
Iran,IRN,AS,2009,42.1,,1.5,22.7,31.3
Iran,IRN,AS,2011,34.7,,0.5,20.9,26.7
Iran,IRN,AS,2012,34.4,,0.3,19.7,26.9
Iran,IRN,AS,2013,34,,0.3,20.9,26.7
Iran,IRN,AS,2014,34.8,,0.6,23.5,27.1
Iran,IRN,AS,2015,35.3,,0.4,23,27.6
Iran,IRN,AS,2016,35.9,,0.4,23.1,28.1
Iran,IRN,AS,2017,36.7,,0.3,21.6,28.3
Iran,IRN,AS,2018,37.4,,0.7,24.4,29.1
Iran,IRN,AS,2019,36.5,,0.7,29.1,28.3
Iran,IRN,AS,2020,35.8,,0.8,29.3,27.6
Iran,IRN,AS,2021,35.5,,0.7,24.8,27.2
Iran,IRN,AS,2022,34.8,,0.5,21.9,26.8
Iraq,IRQ,AS,2006,28.6,22.4,0,26.4,23.6
Iraq,IRQ,AS,2012,29.5,18.9,0.1,24.7,23.7
Ireland,IRL,EU,1987,35.5,,0.7,8.2,26.8
Ireland,IRL,EU,1994,36.9,,0.2,1.2,28.6
Ireland,IRL,EU,1995,37,,0.2,1.5,28.2
Ireland,IRL,EU,1996,35.6,,0.2,1.5,27.3
Ireland,IRL,EU,2000,33,,0.2,0.5,25.7
Ireland,IRL,EU,2002,32.3,,0.2,1.2,24.6
Ireland,IRL,EU,2003,32.9,,0.1,0.5,25.9
Ireland,IRL,EU,2004,33.6,,0.1,0.4,26.6
Ireland,IRL,EU,2005,33.8,,0,0.3,26.9
Ireland,IRL,EU,2006,32.7,,0.4,0.6,25.6
Ireland,IRL,EU,2007,31.9,,0.1,0.5,25.5
Ireland,IRL,EU,2008,30.9,,0.2,0.8,24.6
Ireland,IRL,EU,2009,32.7,,0.5,1.4,25.6
Ireland,IRL,EU,2010,32.3,,0.5,1.7,24.9
Ireland,IRL,EU,2011,32.9,,0.5,1.4,25.5
Ireland,IRL,EU,2012,33.2,,0.3,1.3,25.9
Ireland,IRL,EU,2013,33.5,,0.7,1.5,26.1
Ireland,IRL,EU,2014,31.9,,0.4,1.2,24.9
Ireland,IRL,EU,2015,31.8,,0.4,0.8,25.4
Ireland,IRL,EU,2016,32.8,,0.1,0.8,25.9
Ireland,IRL,EU,2017,31.4,,0.2,0.5,25.4
Ireland,IRL,EU,2018,30.6,,0,0.1,25.1
Ireland,IRL,EU,2019,30.8,13.8,0.1,0.2,25.1
Ireland,IRL,EU,2020,29.2,12.9,0.1,0.2,23.8
Ireland,IRL,EU,2021,30.1,14,0.1,0.3,24.8
Israel,ISR,AS,1979,36.3,,0,9.2,26.2
Israel,ISR,AS,1986,36.5,,0.2,10,26.4
Israel,ISR,AS,1992,35.5,,0.2,4.7,26.5
Israel,ISR,AS,1997,38.1,,0.2,6,27.7
Israel,ISR,AS,2001,38.9,,0.2,4.2,28.3
Israel,ISR,AS,2002,39.6,,0.5,8.5,28.3
Israel,ISR,AS,2003,40.7,,0.5,9,29
Israel,ISR,AS,2004,41.5,,0.5,9.7,28.9
Israel,ISR,AS,2005,42.3,,0.5,9.4,30
Israel,ISR,AS,2006,41.6,,0.2,9,29.2
Israel,ISR,AS,2007,41.1,,0.5,7.2,29
Israel,ISR,AS,2008,41.6,,0.5,7.2,29.5
